93,Scottsbluff,Nebraska,41.86750775,-103.6606859,20172
94,Lawton,Oklahoma,34.59903668,-98.40997278,85795.5
95,Ponca City,Oklahoma,36.7073576,-97.08527328,24843
96,Brookings,South Dakota,44.30676455,-96.78803044,20313.5
97,Aberdeen,South Dakota,45.46511761,-98.48640222,24854
98,Monroe,Louisiana,32.50960349,-92.11919397,76674.5
99,Huntsville,Texas,30.72376935,-95.55058659,34444.5
100,Killeen,Texas,31.11728538,-97.72748214,120464
101,San Angelo,Texas,31.4640084,-100.4366966,87297.5
102,Beaumont,Texas,30.08626304,-94.10168278,107455.5
103,Midland,Texas,32.030718,-102.0974996,98141.5
104,New Haven,Connecticut,41.33038291,-72.90000533,707883
105,Dothan,Alabama,31.22345461,-85.39058659,61715
106,Fort Lauderdale,Florida,26.13606488,-80.14178552,1103781.5
107,Valdosta,Georgia,30.8328583,-83.27859664,53420
108,Albany,Georgia,31.57873008,-84.15582992,82280
109,Athens,Georgia,33.96129783,-83.3780221,78017.5
110,Macon,Georgia,32.85038373,-83.63004806,104932.5
111,Columbus,Georgia,32.47043276,-84.98001734,202225
112,Gulfport,Mississippi,30.3675637,-89.09276371,76646
113,Tupelo,Mississippi,34.25792055,-88.70333012,33928
114,Greenville,Mississippi,33.41037539,-91.06168746,36539.5
115,Florence,South Carolina,34.19567629,-79.76279057,43977.5
116,Greenville,South Carolina,34.85292299,-82.3941545,203256.5
117,Decatur,Illinois,39.8407064,-88.95473596,74967.5
118,Quincy,Illinois,39.9359719,-91.40972823,43419.5
119,Bloomington,Illinois,40.48459475,-88.99359664,99842.5
120,Bloomington,Indiana,39.16565716,-86.52640873,85781.5
121,Fort Wayne,Indiana,41.08039817,-85.12998234,264793
122,Paducah,Kentucky,37.08371706,-88.60000309,33812
123,Owensboro,Kentucky,37.77457928,-87.11332381,61151.5
124,Jacksonville,North Carolina,34.75432436,-77.43055567,72651.5
125,Greenville,North Carolina,35.61287661,-77.3666836,81661
126,Fayetteville,North Carolina,35.06293601,-78.88359359,184040.5
127,Asheville,North Carolina,35.60119773,-82.55414474,105775
128,Akron,Ohio,41.07039878,-81.51999597,451155
129,Jackson,Tennessee,35.61486615,-88.81389185,62638
130,Alexandria,Virginia,38.82043276,-77.09998153,127273
131,Oshkosh,Wisconsin,44.02510215,-88.54251306,67857.5
132,Rhinelander,Wisconsin,45.63991315,-89.41207239,9633
133,Morgantown,West Virginia,39.62981488,-79.95606043,43882.5
134,Huntington,West Virginia,38.41957867,-82.44528833,66957
135,Beckley,West Virginia,37.78018618,-81.18301396,27358
136,Wilmington,Delaware,39.74626772,-75.54689803,116205.5
137,Atlantic City,New Jersey,39.36463727,-74.4233232,58563.5
138,Newark,New Jersey,40.70042137,-74.17000533,280123
139,Binghamton,New York,42.09901817,-75.91832239,92687.5
140,Watertown,New York,43.97515688,-75.91106185,30938
141,Jamestown,New York,42.09736452,-79.23553593,37916.5
142,Elmira,New York,42.09012982,-76.80803552,46201
143,Johnstown,Pennsylvania,40.32708498,-78.92222172,45821.5
144,Scranton,Pennsylvania,41.40929283,-75.66267908,114701
145,Erie,Pennsylvania,42.12992067,-80.08499313,138991.5
146,Bar Harbor,Maine,44.38789654,-68.20437464,4483.5
147,Lewiston,Maine,44.10070477,-70.21525965,46689
148,Presque Isle,Maine,46.79340863,-68.00216476,9466
149,Kalamazoo,Michigan,42.29215883,-85.58718958,128759.5
150,Muskegon,Michigan,43.23458193,-86.24836369,70644.5
151,Flint,Michigan,43.0128642,-83.68753809,206235
152,Grand Rapids,Michigan,42.96371991,-85.66994938,361934.5
153,Traverse City,Michigan,44.76844179,-85.62217452,28807
154,Escanaba,Michigan,45.7456948,-87.06436039,14970
155,Marquette,Michigan,46.54673118,-87.40658757,23711
156,Hancock,Michigan,47.12729006,-88.5808053,10322.5
157,Wrangell,Alaska,56.47126752,-132.3715949,1658.5
158,King Salmon,Alaska,58.68870323,-156.6613784,292
159,Unalakleet,Alaska,63.87342552,-160.7880516,741
160,Yakutat,Alaska,59.54730715,-139.7272183,109
161,Homer,Alaska,59.64293439,-151.5482797,5021.5
162,Butte,Montana,46.0038961,-112.5338394,31478
163,Grand Forks,North Dakota,47.92527753,-97.0324858,53496
164,Pocatello,Idaho,42.87134829,-112.4447234,57327
165,Yuma,Arizona,32.68527753,-114.6236084,88402.5
166,Prescott,Arizona,34.59001914,-112.4477723,47587
167,Long Beach,California,33.78696739,-118.1580439,1249195.5
168,Grand Junction,Colorado,39.09385276,-108.5499998,75076
169,Carlsbad,New Mexico,32.420565,-104.2282998,25240
170,Medford,Oregon,42.32662701,-122.8744227,89081.5
171,Klamath Falls,Oregon,42.22500531,-121.7805359,31090.5
172,Laramie,Wyoming,41.31136599,-105.5905681,25587.5
173,Little Rock,Arkansas,34.73608258,-92.33109318,227555
174,Wichita,Kansas,37.71998313,-97.32998702,378543.5
175,Rapid City,South Dakota,44.08055096,-103.2305571,67760
176,Lafayette,Louisiana,30.19997703,-92.01994938,135205.5
177,Victoria,Texas,28.80499758,-97.00334029,63126.5
178,Wichita Falls,Texas,33.91362632,-98.49306848,97429
179,Waco,Texas,31.54917116,-97.14638066,143157
180,Lubbock,Texas,33.58000327,-101.8799677,212343.5
181,Providence,Rhode Island,41.82110231,-71.4149797,663726.5
182,Birmingham,Alabama,33.53000633,-86.82499516,670142
183,Mobile,Alabama,30.68002525,-88.04998499,221870
184,Pensacola,Florida,30.42112632,-87.21693506,145319.5
185,St. Petersburg,Florida,27.77053876,-82.67938257,523314.5
186,Springfield,Illinois,39.82000999,-89.65001652,125345
187,Greensboro,North Carolina,36.07000633,-79.80002344,310328
188,Dayton,Ohio,39.750376,-84.19998743,466067
189,Madison,Wisconsin,43.07301556,-89.40111699,276036
190,Green Bay,Wisconsin,44.5299809,-88.00001388,149811.5
191,Trenton,New Jersey,40.2169625,-74.74335535,225713
192,Lansing,Michigan,42.73352724,-84.54673629,198821.5
193,Duluth,Minnesota,46.78333173,-92.10637822,82026.5
194,Bemidji,Minnesota,47.47357383,-94.88018823,14063.5
195,Havre,Montana,48.54523968,-109.6776829,10266.5
196,Kalispell,Montana,48.19776735,-114.3159786,25040
197,Idaho Falls,Idaho,43.46668662,-112.0333014,65787
198,Lewiston,Idaho,46.41660992,-117.016589,40096.5
199,Yakima,Washington,46.60223167,-120.5046965,93846
200,Wenatchee,Washington,47.42362856,-120.3090237,45892
201,Bakersfield,California,35.36997154,-119.0199809,367259
202,Oakland,California,37.76892071,-122.2211034,953044
203,Lancaster,California,34.69804873,-118.135823,225799
204,Chico,California,39.72862022,-121.8363982,83226.5
205,Monterey,California,36.6002582,-121.8935781,77297.5
206,Eugene,Oregon,44.05001019,-123.1000161,195183
207,Cody,Wyoming,44.52321128,-109.0571007,8976.5
208,Cedar Rapids,Iowa,41.96998212,-91.66002303,149338.5
209,Springfield,Missouri,37.18001609,-93.31999923,180691
210,Lincoln,Nebraska,40.81997479,-96.68000086,244146
211,Alexandria,Louisiana,31.31109784,-92.44501388,60876
212,Abilene,Texas,32.4486253,-99.73278609,108008
213,Brownsville,Texas,25.91997988,-97.50000248,174707
214,Tyler,Texas,32.35108604,-95.30078272,101561.5
215,Huntsville,Alabama,34.71995953,-86.60999536,185474.5
216,Key West,Florida,24.55523114,-81.78274479,27011.5
217,West Palm Beach,Florida,26.74501996,-80.12362126,675521.5
218,Sarasota,Florida,27.33612083,-82.53078699,321223.5
219,Daytona Beach,Florida,29.21055422,-81.0230754,140775.5
220,Gainesville,Florida,29.65138002,-82.32503727,158390.5
221,Brunswick,Georgia,31.1496865,-81.49165145,31785.5
222,Augusta,Georgia,33.46081158,-81.98498051,152895.5
223,Charleston,South Carolina,32.79237693,-79.99210474,254295
224,Peoria,Illinois,40.69998212,-89.67004114,142622
225,Evansville,Indiana,37.97469627,-87.5558291,144788
226,Louisville,Kentucky,38.22501691,-85.74870427,595819.5
227,Charlotte,North Carolina,35.20499453,-80.83003809,943574.5
228,Toledo,Ohio,41.67002626,-83.57997359,388449
229,Columbus,Ohio,39.97997438,-82.9900096,1003418
230,Chattanooga,Tennessee,35.06998985,-85.25000086,206571.5
231,Lynchburg,Virginia,37.4136194,-79.14246668,84581
232,Albany,New York,42.67001691,-73.81994918,484286
233,Ithaca,New York,42.44057355,-76.4969434,45544.5
234,Harrisburg,Pennsylvania,40.27359987,-76.88474919,289210
235,Bangor,Maine,44.80115297,-68.77834477,40843
236,Portland,Maine,43.67216158,-70.2455274,99504
237,Saginaw,Michigan,43.4194802,-83.95082951,89457.5
238,Unalaska,Alaska,53.868584,-166.5316028,1938.5
239,Skagway,Alaska,59.45832033,-135.3138959,955
240,Cordova,Alaska,60.5427761,-145.7574962,1622.5
241,Kenai,Alaska,60.55435162,-151.2580131,6580.5
242,Fort Yukon,Alaska,66.56468243,-145.2737789,833
243,Rochester,New York,43.17042564,-77.61994979,483177
244,International Falls,Minnesota,48.60112775,-93.4108464,10832
245,Billings,Montana,45.78830202,-108.5400004,102151.5
246,Great Falls,Montana,47.50029055,-111.299987,61316.5
247,Missoula,Montana,46.87224103,-113.9930526,68010
248,Minot,North Dakota,48.23249392,-101.2958173,37162
249,Fargo,North Dakota,46.8772278,-96.7894257,127472.5
250,Spokane,Washington,47.66999595,-117.4199494,272483.5
251,Flagstaff,Arizona,35.19809572,-111.6505083,60779.5
252,Tucson,Arizona,32.20499676,-110.8899862,670953.5
253,Santa Barbara,California,34.43498985,-119.7199899,135021
254,Fresno,California,36.7477169,-119.7729841,540768
255,Colorado Springs,Colorado,38.86296246,-104.7919863,427272
256,Reno,Nevada,39.52997601,-119.8200096,265363.5
257,Elko,Nevada,40.83250633,-115.7619886,17537
258,Albuquerque,New Mexico,35.10497479,-106.6413308,725723
259,Casper,Wyoming,42.86661989,-106.3124878,56149
260,Topeka,Kansas,39.05000531,-95.66998499,126830.5
261,Kansas City,Missouri,39.10708851,-94.60409422,955272.5
262,Tulsa,Oklahoma,36.12000327,-95.93002079,669434
263,Sioux Falls,South Dakota,43.54998903,-96.7299978,148030
264,Shreveport,Louisiana,32.50001752,-93.77002344,224099
265,Baton Rouge,Louisiana,30.45794578,-91.14015812,322710.5
266,Corpus Christi,Texas,27.74281435,-97.40189478,249977.5
267,Austin,Texas,30.26694969,-97.74277836,919684
268,Amarillo,Texas,35.22998008,-101.8299966,178526
269,El Paso,Texas,31.77998395,-106.5099952,658331
270,Laredo,Texas,27.50613629,-99.50721847,322768.5
271,Burlington,Vermont,44.47579816,-73.21246688,66204
272,Montgomery,Alabama,32.36160219,-86.27918868,194491.5
273,Tallahassee,Florida,30.44998761,-84.28003422,187402.5
274,Orlando,Florida,28.50997683,-81.38003036,778985
275,Jacksonville,Florida,30.33002077,-81.66998682,904953.5
276,Savannah,Georgia,32.02110618,-81.10999516,155848.5
277,Columbia,South Carolina,34.0399752,-80.89998214,257185.5
278,Indianapolis,Indiana,39.74998842,-86.17004806,1104641.5
279,Wilmington,North Carolina,34.22551943,-77.94502039,126992
280,Knoxville,Tennessee,35.97001243,-83.92003036,417137
281,Richmond,Virginia,37.55001935,-77.449986,551443
282,Charleston,West Virginia,38.34973798,-81.63272811,87113
283,Baltimore,Maryland,39.29999005,-76.61998499,1432946
284,Augusta,Maine,44.31056276,-69.77998906,21301
285,Sitka,Alaska,57.06039769,-135.3275494,8110
286,Helena,Montana,46.59274904,-112.035291,33032.5
287,Bismarck,North Dakota,46.80831728,-100.7833163,60288.5
288,Boise,Idaho,43.60859011,-116.2274899,242029
289,San Jose,California,37.29998293,-121.8499891,1281471.5
290,Sacramento,California,38.57502138,-121.4700381,1035949
291,Las Vegas,Nevada,36.20999778,-115.2200061,1150717
292,Santa Fe,New Mexico,35.68692893,-105.9372394,80943
293,Portland,Oregon,45.52002382,-122.6799901,1207756.5
294,Salt Lake City,Utah,40.7750163,-111.9300519,572013
295,Cheyenne,Wyoming,41.14000694,-104.8197107,64185
296,Des Moines,Iowa,41.57998008,-93.61998092,286917.5
297,Omaha,Nebraska,41.24000083,-96.00999007,643034
298,Oklahoma City,Oklahoma,35.47004295,-97.51868351,660475
299,Pierre,South Dakota,44.36833701,-100.350552,13734.5
300,San Antonio,Texas,29.48733319,-98.50730534,1364905
301,Jackson,Mississippi,32.29881533,-90.18499679,213799
302,Cleveland,Ohio,41.4699868,-81.69499821,1169757
303,Cincinnati,Ohio,39.16188479,-84.45692265,971191
304,Nashville,Tennessee,36.16997438,-86.77998499,703926
305,Memphis,Tennessee,35.1199868,-89.99999516,753843.5
306,Norfolk,Virginia,36.84995872,-76.28000574,645336
307,Milwaukee,Wisconsin,43.05265505,-87.91996708,983590
308,Buffalo,New York,42.87997825,-78.88000208,647778.5
309,Pittsburgh,Pennsylvania,40.4299986,-79.99998539,1535267.5
310,Kodiak,Alaska,57.78999839,-152.4069869,7804.5
311,Bethel,Alaska,60.79330345,-161.7557961,5440.5
312,Barrow,Alaska,71.29056968,-156.78858,3412
313,Nome,Alaska,64.50610008,-165.4063744,3021
314,Valdez,Alaska,61.13599571,-146.348287,3283
315,Juneau,Alaska,58.31412661,-134.419997,26172
316,Fairbanks,Alaska,64.83698427,-147.7106586,43608.5
317,Minneapolis,Minnesota,44.97997927,-93.25178634,1491886.5
318,Honolulu,Hawaii,21.30687644,-157.8579979,578828.5
319,Seattle,Washington,47.57000205,-122.339985,1821684.5
320,Phoenix,Arizona,33.53997988,-112.0699917,2436022.5
321,San Diego,California,32.82002382,-117.1799899,1938570.5
322,St. Louis,Missouri,38.63501772,-90.23998051,1259958
323,New Orleans,Louisiana,29.99500246,-90.03996688,527428.5
324,Dallas,Texas,32.82002382,-96.84001693,3004852
325,Boston,Massachusetts,42.32996014,-71.07001367,2528070.5
326,Tampa,Florida,27.94698793,-82.45862085,1319232.5
327,Philadelphia,Pennsylvania,39.99997316,-75.16999597,3504775
328,Detroit,Michigan,42.32996014,-83.08005579,2526135
329,Anchorage,Alaska,61.21996991,-149.9002149,252068
330,San Francisco,California,37.74000775,-122.4599777,2091036
331,Denver,Colorado,39.73918805,-104.984016,1930799.5
332,Houston,Texas,29.81997438,-95.33997929,4053287
333,Miami,Florida,25.7876107,-80.22410608,2983947
334,Atlanta,Georgia,33.83001385,-84.39994938,2464454
335,Chicago,Illinois,41.82999066,-87.75005497,5915976
336,Los Angeles,California,33.98997825,-118.1799805,8097410
337,New York,New York,40.74997906,-73.98001693,13524139
